0.000000e+00	5.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.923559e+00	0.000000e+00
0.000000e+00	9.916686e-01	7.520614e-03	0.000000e+00	0.000000e+00	3.141593e+00	6.283185e+00	1.092694e+01	3.141593e+00
4.002389e+01	4.982581e-01	3.846740e-03	0.000000e+00	0.000000e+00	2.180741e+00	7.863778e+00	3.903074e+00	5.678675e+00
4.002389e+01	9.920473e-01	6.805661e-03	0.000000e+00	0.000000e+00	3.234202e+00	4.160589e+00	1.093320e+01	9.373246e-01
8.004778e+01	4.971866e-01	3.362790e-03	0.000000e+00	0.000000e+00	1.964598e+00	3.158506e+00	3.890490e+00	1.200171e+00
8.004778e+01	9.921941e-01	7.500290e-03	0.000000e+00	0.000000e+00	3.097967e+00	8.333434e+00	1.093563e+01	5.222412e+00
1.200088e+02	4.971936e-01	1.141627e-02	0.000000e+00	0.000000e+00	2.515005e+00	4.645932e+00	3.890572e+00	2.150123e+00
1.200088e+02	9.918438e-01	5.331216e-03	0.000000e+00	0.000000e+00	3.212175e+00	6.196617e+00	1.092984e+01	2.986101e+00
1.600327e+02	4.977197e-01	1.059256e-02	0.000000e+00	0.000000e+00	2.599694e+00	6.226905e+00	3.896749e+00	3.617438e+00
1.600327e+02	9.912921e-01	6.378565e-03	0.000000e+00	0.000000e+00	3.262735e+00	4.108988e+00	1.092072e+01	8.558563e-01
2.000566e+02	4.985404e-01	1.409880e-02	0.000000e+00	0.000000e+00	3.128067e+00	7.814638e+00	3.906391e+00	4.658399e+00
2.000566e+02	9.906381e-01	5.124831e-03	0.000000e+00	0.000000e+00	3.141019e+00	8.314959e+00	1.090991e+01	5.164737e+00
2.400177e+02	4.984074e-01	1.456570e-02	0.000000e+00	0.000000e+00	3.274333e+00	9.287335e+00	3.904828e+00	6.005089e+00
2.400177e+02	9.903578e-01	5.458386e-03	0.000000e+00	0.000000e+00	3.173639e+00	6.215898e+00	1.090528e+01	3.043335e+00
2.800416e+02	4.988657e-01	1.458556e-02	0.000000e+00	0.000000e+00	3.461971e+00	4.578057e+00	3.910215e+00	1.142501e+00
2.800416e+02	9.898194e-01	4.698927e-03	0.000000e+00	0.000000e+00	3.201440e+00	4.164632e+00	1.089639e+01	9.709344e-01
3.200026e+02	4.979104e-01	1.211361e-02	0.000000e+00	0.000000e+00	4.007334e+00	6.063452e+00	3.898989e+00	2.077395e+00
3.200026e+02	9.899002e-01	5.684824e-03	0.000000e+00	0.000000e+00	3.102670e+00	8.369607e+00	1.089772e+01	5.257235e+00
3.600265e+02	4.970990e-01	1.277721e-02	0.000000e+00	0.000000e+00	4.145044e+00	7.642488e+00	3.889462e+00	3.488672e+00
3.600265e+02	9.898903e-01	4.456970e-03	0.000000e+00	0.000000e+00	3.096061e+00	6.340813e+00	1.089756e+01	3.243840e+00
4.000504e+02	4.971172e-01	5.335599e-03	0.000000e+00	0.000000e+00	4.944328e+00	9.230294e+00	3.889676e+00	4.276277e+00
4.000504e+02	9.895299e-01	6.067479e-03	0.000000e+00	0.000000e+00	3.295990e+00	4.321975e+00	1.089161e+01	1.036405e+00
